MainBusiness,SafeValue,ShineValue,ShapeValue,TPFlag,ZTPrice,DTPrice,HqDate,fHSL,fLianB,Wtb,Zsz,Ltsz,vzangsu,Fzhsl,FzAmo,VOpenZAF,ZAF,ZAFYesterday,ZAFPre2D,ZAFPre5,ZAFPre10,ZAFPre20,ZAFPre30,ZAFPre60,ZAFYear,ZAFPreMyMonth,ZAFPreOneYear,Zjl,Zjl_HB,TotalBVol,TotalSVol,BCancel,SCancel,L2TicNum,L2OrderNum,FCAmo,FCb,OpenZAF,OpenAmo,OpenZTBuy,OpenAmoPre1,OpenVolPre1,CJJEPre1,CJJEPre3,FDEPre1,FDEPre2,ZTGPNum,LastStartZT,LastZTHzNum,EverZTCount,ConZAFDateNum,YearZTDay,MA5Value,HisHigh,HisLow,IPO_Price,More_YJL,BetaValue,DynaPE,MorePE,StaticPE_TTM,DYRatio,PB_MRQ,IsT0Fund,IsZCZGP,IsKzz,Kzz_HSCode,QHMainYYMM,FreeLtgb,Yield,KfEarnMoney,RDInputFee,CashZJ,PreReceiveZJ,OtherQYJzc,StaffNum,RecentGGJYDate,RecentHGDate,RecentIncentDate,NoticeDate_Recent,RecentReleaseDate,RecentDZDate,ReportDate,ZTDate_Recent,DTDate_Recent,TopDate_Recent,StopJYDate_Recent,code,类型,查询时间
"配件及技术服务,流体控制设备",75,3,131010,0,212.94,141.96,20260616,2.12,2.25,-4.07,161.71,160.85,0.57,0.08,76.79,0.00,10.96,2.97,-2.36,9.33,8.97,-2.55,-7.43,-21.55,45.80,9.39,454.65,662.76,4769.64,975.00,1433.00,14315.00,8159.00,6384,15358,0.00,0.00,1.63,174400.00,0.00,3.49,2.00,14816.54,62514.46,0.00,0.00,0,1,0,0,2,1,180.09,288.88,34.04,60.55,0.00,2.00,-129.30,-134.83,-122.28,0.00,9.01,0,1,0,0,0,2496.01,17.44,-3273.15,3390.12,59283.08,9012.32,0.00,1669,0,0,20240328,0,20251015,0,20260424,20260107,0,20260525,0,688125.SH,股票,2026-06-16 20:26:34
"其他业务,300mm半导体硅片",85,4,80608,0,37.46,24.98,20260616,7.49,0.78,67.73,1026.21,848.18,0.73,0.20,3979.01,0.97,-0.54,5.51,-8.95,-2.15,25.66,5.18,50.66,64.64,43.48,12.10,67.38,-20593.79,-31842.71,56907.00,156200.00,1322876.00,1317816.00,196084,331353,0.00,0.00,0.26,73181296.00,400.00,7748.59,26719.00,754939.44,2398636.03,0.00,0.00,0,1,0,0,-1,2,31.40,35.70,16.61,3.89,0.00,2.35,-53.11,-68.45,-57.90,0.00,6.10,0,1,0,0,0,159959.07,7318.13,-52446.21,14258.68,578860.39,867.65,182.54,3640,0,0,0,0,20250707,20251225,20260430,20260609,0,20260609,20250224,688126.SH,股票,2026-06-16 20:26:34
光学棱镜,100,2,100810,0,101.23,67.49,20260616,3.03,1.32,-0.66,340.87,340.87,0.82,0.11,825.29,0.23,-0.45,6.46,-0.96,2.89,2.22,-14.77,9.77,49.61,119.90,0.64,273.24,-7559.72,6193.85,4531.00,5410.00,80223.00,83476.00,36872,69451,0.00,0.00,0.15,3729600.00,0.00,269.55,333.00,91128.05,272385.38,0.00,0.00,0,1,0,0,-1,0,81.58,104.27,22.20,15.41,0.00,1.27,65.78,88.07,72.42,0.36,14.60,0,1,0,0,0,20141.07,372.96,12614.96,3450.68,33924.07,489.04,0.00,2991,0,0,20260127,0,20230921,0,20260430,20220509,0,20220509,0,688127.SH,股票,2026-06-16 20:26:34
检测认证业务,98,8,141310,0,31.61,21.07,20260616,1.16,0.98,-34.49,108.73,108.73,1.37,0.16,113.45,0.00,2.05,5.83,2.77,3.50,6.62,-2.43,1.40,-4.10,-6.77,7.52,15.61,-852.62,176.60,1500.00,10037.00,30887.00,21182.00,12005,19378,0.00,0.00,-0.04,659800.06,0.00,19.13,76.00,11553.20,36699.55,0.00,0.00,0,1,0,0,3,1,25.44,38.04,22.80,18.79,0.00,1.87,20.29,19.94,19.66,2.09,3.02,0,1,0,0,0,8606.90,65.98,13047.12,10013.55,102780.92,285381.50,0.00,3218,0,0,0,0,20221107,0,20260428,20250908,20200203,20230508,0,688128.SH,股票,2026-06-16 20:26:34
"汽车新车内外饰件、车身涂料,汽车售后修补涂料",90,0,100808,0,30.25,20.17,20260616,1.13,1.49,30.21,31.26,31.26,0.28,0.02,11.76,0.00,2.94,0.40,1.13,3.02,-4.46,-10.46,-11.86,5.83,28.28,-9.55,3.59,-444.90,219.23,824.00,1411.00,37108.00,32565.00,3438,11453,0.00,0.00,0.52,157400.00,0.00,5.09,20.00,2969.23,8882.42,0.00,0.00,0,1,0,0,3,0,25.22,33.88,18.70,15.22,0.00,1.10,34.20,30.20,29.73,1.06,3.03,0,1,0,0,0,4190.88,15.74,1448.74,755.86,6894.66,1992.28,0.00,699,0,20240202,20240802,0,20231023,0,20260430,0,0,20201119,0,688129.SH,股票,2026-06-16 20:26:34
工业控制及仪表芯片,62,2,100612,0,30.92,20.62,20260616,4.56,1.02,18.52,32.22,16.07,1.10,0.17,52.91,0.00,3.41,5.40,-3.24,10.54,7.46,-10.82,-1.66,12.31,27.27,0.30,34.94,48.01,-36.70,504.00,2278.00,48002.00,37537.00,7207,17684,0.00,0.00,0.00,429700.00,0.00,13.35,54.00,6532.15,21310.45,0.00,0.00,0,1,0,0,2,0,25.33,31.30,19.58,62.98,0.00,2.19,-182.63,-73.93,-85.56,0.00,2.60,0,1,0,0,0,3824.85,42.97,-723.63,1987.15,20389.68,118.67,0.00,226,0,20230819,20240920,0,20250729,0,20260429,20250411,0,20250411,0,688130.SH,股票,2026-06-16 20:26:34
分子砌块、工具化合物和生化试剂:产品销售,81,3,71408,0,91.10,60.74,20260616,1.48,0.56,64.54,158.87,158.87,0.66,0.03,124.94,0.00,-1.34,-1.47,1.69,6.70,-2.79,5.85,0.45,8.88,3.91,0.91,62.23,-2142.85,-404.87,2285.00,3999.00,28382.00,31523.00,9928,25763,0.00,0.00,0.43,660600.00,0.00,209.19,271.00,37388.39,135347.06,0.00,0.00,0,1,0,0,-2,0,75.66,90.58,42.42,64.99,0.00,1.07,58.54,67.15,65.66,0.30,5.10,0,1,0,0,0,14402.11,66.06,6630.56,6450.93,155726.57,13428.45,9380.75,4195,0,0,20250225,0,20250804,20230111,20260430,20241008,0,20250530,0,688131.SH,股票,2026-06-16 20:26:34
融合通信产品,46,1,10907,0,17.39,11.59,20260616,1.61,0.87,23.64,22.57,22.57,0.78,0.05,33.39,0.00,2.35,1.47,-0.28,2.00,-0.60,-17.29,-17.24,-16.08,-19.49,-3.52,-15.31,309.86,-230.88,1476.00,3550.00,43438.00,33952.00,5242,11883,0.00,0.00,-0.55,114000.00,0.00,2.38,16.00,2666.42,9210.98,0.00,0.00,0,1,0,0,2,0,14.62,22.80,13.64,28.88,0.00,1.67,-13.01,-10.42,-9.68,0.00,1.91,0,1,0,0,0,8315.15,11.40,-4707.47,2240.86,6687.69,1856.43,0.00,498,0,20250528,0,0,20260323,0,20260429,20241203,0,20241203,20241125,688132.SH,股票,2026-06-16 20:26:34
"自主品牌高端试剂,自主品牌特种化学品",80,1,71401,0,23.38,15.58,20260616,2.85,0.86,-25.71,32.99,32.99,1.53,0.13,118.67,0.52,2.98,4.73,-0.37,2.03,-5.82,-13.83,-10.65,-8.48,-9.39,-8.81,-6.04,183.66,505.99,2911.00,5399.00,28097.00,20291.00,9696,16654,0.00,0.00,-0.98,724200.00,0.00,174.40,937.00,12873.10,35655.75,0.00,0.00,0,1,0,0,2,0,19.16,30.80,18.26,44.47,0.00,2.31,-25.46,-103.60,-46.81,0.00,1.21,0,1,0,0,0,11581.47,72.42,-4271.74,3901.24,73024.86,5446.54,0.00,1776,0,20240321,20260418,0,20231030,20220830,20260430,20201113,0,20210706,0,688133.SH,股票,2026-06-16 20:26:34
芯片成品测试,77,2,100612,0,43.80,29.20,20260616,5.23,1.15,38.87,86.41,86.41,0.87,0.13,359.88,0.00,1.56,7.42,0.21,6.95,6.86,-15.37,0.49,23.36,33.53,2.12,103.46,-731.74,-543.33,7264.00,18524.00,65519.00,65935.00,23866,40309,0.00,0.00,0.00,3185900.00,0.00,386.70,1125.00,53432.81,140324.97,0.00,0.00,0,1,0,0,3,3,35.13,46.50,17.99,15.72,0.00,2.60,631.94,-925.11,4711.18,0.00,5.45,0,1,0,0,0,17399.55,318.59,333.11,1942.62,26566.68,1536.01,0.00,1549,0,0,0,0,20231113,0,20260429,20260413,0,20260413,0,688135.SH,股票,2026-06-16 20:26:34
血液,90,1,90909,0,22.21,14.81,20260616,1.88,1.01,-37.53,37.33,37.33,1.60,0.12,45.17,0.00,0.22,-1.70,3.25,-2.32,-6.92,-27.37,-25.26,-37.09,-40.96,-10.73,-61.96,257.02,-529.14,848.00,5413.00,25622.00,22029.00,8444,15955,0.00,0.00,2.00,1306400.00,0.00,41.95,220.00,5894.77,21483.46,0.00,0.00,0,1,0,0,1,0,18.56,57.75,18.06,22.33,0.00,1.48,-52.04,23.95,33.25,1.33,2.16,0,1,0,0,0,9986.73,130.64,-1821.05,3406.60,61404.29,1643.36,0.00,1048,0,20250319,20240525,0,20231214,0,20260429,20221101,0,20250703,0,688136.SH,股票,2026-06-16 20:26:34
靶点及因子类蛋白,90,3,41008,0,42.60,28.40,20260616,1.31,1.17,39.07,24.81,24.81,0.56,0.05,19.25,0.00,-0.39,-3.40,0.27,-7.56,-14.36,-24.54,-27.06,-16.62,-11.71,-17.02,-4.38,374.33,-528.92,636.00,873.00,7142.00,7459.00,3239,7782,0.00,0.00,0.45,271000.00,0.00,22.06,59.00,4636.86,10782.94,0.00,0.00,0,1,0,0,-2,0,36.39,54.56,34.38,106.19,0.00,1.44,-58.50,-32.03,-32.53,0.00,1.23,0,1,0,0,0,2255.54,27.10,-1060.31,1592.55,77293.56,615.04,0.00,636,0,20240928,0,0,20260330,0,20260429,0,0,20260113,0,688137.SH,股票,2026-06-16 20:26:34
石英掩膜版,93,3,120808,0,44.98,29.98,20260616,5.95,0.97,56.30,116.82,116.82,0.82,0.25,531.92,0.00,-0.99,6.12,-3.89,14.18,19.25,7.79,19.94,29.08,31.79,19.17,50.06,-8879.77,1134.76,6500.00,16370.00,71775.00,66552.00,25813,34106,0.00,0.00,-0.27,4280800.00,0.00,938.17,2649.00,71634.98,237859.25,0.00,0.00,0,1,0,0,-1,0,36.17,40.00,24.55,8.78,0.00,2.03,52.44,62.99,61.69,0.48,4.12,0,1,0,0,0,12589.33,428.08,5063.13,1599.23,41767.33,78.53,0.00,589,0,20240219,0,0,20251030,20250429,20260427,20250117,20200203,20250117,0,688138.SH,股票,2026-06-16 20:26:34
医疗创新,100,2,71407,0,32.50,21.66,20260616,1.03,0.62,-15.82,85.77,85.77,1.05,0.04,103.47,0.00,0.07,0.04,2.54,-2.52,-12.42,-19.06,-13.70,-18.96,-14.73,-13.86,-12.30,128.65,-292.84,1669.00,6576.00,108180.00,107928.00,6366,21532,0.00,0.00,-0.26,221000.00,0.00,50.15,186.00,11005.13,37757.54,0.00,0.00,0,1,0,0,3,0,26.87,38.80,25.62,15.53,0.00,1.24,26.98,34.18,38.97,1.20,1.93,0,1,0,0,0,15922.40,22.10,7067.37,8398.95,97344.98,12288.27,0.00,2945,0,20250114,20240328,0,20221025,0,20260430,0,0,20240206,20241223,688139.SH,股票,2026-06-16 20:26:34
电源管理芯片:DC-DC芯片,79,3,80808,0,155.88,103.92,20260616,4.23,0.79,32.04,614.78,614.78,0.84,0.13,1700.61,0.00,5.10,10.73,-5.90,31.65,38.20,34.13,46.99,180.15,214.34,42.71,349.82,16030.44,41475.20,5093.00,2510.00,97140.00,87801.00,60355,108681,0.00,0.00,2.56,12292200.00,300.00,1856.60,1515.00,233886.57,718599.78,0.00,0.00,0,1,0,0,2,2,123.54,139.00,28.68,38.26,0.00,3.24,-55.65,-81.57,-66.48,0.00,49.25,0,1,0,0,0,26738.78,1229.22,-29366.88,29562.38,35762.60,2889.23,0.00,1971,0,0,20240831,0,20251223,0,20260430,20260609,0,20260611,0,688141.SH,股票,2026-06-16 20:26:34
光纤环器件,78,3,80808,0,227.04,151.36,20260616,8.33,1.20,-57.81,280.74,266.78,0.60,0.14,1317.63,0.17,15.22,5.70,-7.09,14.80,24.57,65.65,249.36,295.07,334.18,28.99,553.09,32060.17,-21212.19,2725.00,2296.00,35733.00,26084.00,28747,33918,0.00,0.00,-0.82,10836600.00,100.00,2594.87,1425.00,143441.32,504236.13,0.00,0.00,0,1,0,0,2,1,194.02,227.04,32.79,35.67,0.00,1.10,1189.85,1018.24,1130.56,0.03,20.71,0,1,0,0,0,9452.26,1083.66,371.33,1239.20,26224.57,1293.26,0.00,1086,0,20240718,20240718,0,20251212,20251013,20260429,20260518,0,20260610,20241101,688143.SH,股票,2026-06-16 20:26:34
电子特种气体,93,4,80608,0,381.96,254.64,20260616,16.01,1.10,88.62,1710.00,468.26,3.31,1.05,18428.26,0.00,1.48,5.40,-13.66,28.77,68.23,156.09,301.99,666.86,699.50,84.93,1069.45,9054.82,-15027.51,5129.00,10075.00,119108.00,111872.00,72487,128122,0.00,0.00,2.42,131209808.00,1200.00,13935.00,4495.00,620738.82,2298447.46,0.00,0.00,0,1,0,0,2,6,317.01,365.00,27.41,36.15,0.00,-0.79,422.07,487.70,467.91,0.06,29.14,0,1,0,0,0,14497.08,13120.98,9098.12,2761.12,265754.91,4807.13,0.00,886,0,0,0,0,20250421,0,20260421,20260604,0,20260611,0,688146.SH,股票,2026-06-16 20:26:34
光伏设备,78,2,80608,0,120.60,80.40,20260616,4.26,1.18,-39.19,507.19,507.19,0.76,0.21,1089.32,0.00,8.66,6.28,5.31,21.20,29.54,19.06,37.60,58.63,73.92,35.82,287.37,-10119.53,4803.62,4175.00,9157.00,121583.00,81564.00,45533,75620,0.00,0.00,2.40,8443600.00,100.00,1000.12,1052.00,178867.15,669582.90,0.00,0.00,0,1,0,0,3,1,96.82,110.30,27.66,24.21,0.00,2.51,603.30,212.78,298.67,0.14,17.16,0,1,0,0,0,14620.96,844.36,2207.86,6956.13,251854.67,191509.76,7639.09,1179,0,20241115,20250924,0,20251223,0,20260429,20250908,0,20250924,0,688147.SH,股票,2026-06-16 20:26:34
"硫酸盐,前驱体",63,0,101408,0,11.02,7.34,20260616,5.28,0.96,26.12,47.14,47.14,0.70,0.10,117.49,0.00,0.65,1.77,10.95,16.67,11.06,-7.23,-14.84,9.22,5.36,7.44,103.52,610.25,-946.25,8355.00,30609.00,117542.00,123990.00,34584,42257,0.00,0.00,0.76,892500.00,0.00,176.44,1960.00,35949.72,100088.62,0.00,0.00,0,1,0,0,4,3,8.69,13.76,4.51,4.58,0.00,1.82,19.18,-45.36,597.08,0.00,12.25,0,1,0,0,0,38114.10,89.25,6114.99,1049.76,21297.41,2606.80,16411.53,1063,0,20240224,20260417,0,20240806,0,20260417,20251110,0,20251111,0,688148.SH,股票,2026-06-16 20:26:34
OLED有机材料,90,4,80812,0,63.96,42.64,20260616,3.36,1.14,63.77,214.38,214.38,0.65,0.10,374.96,0.00,-0.06,14.97,-1.34,10.52,2.05,-17.47,1.39,34.24,97.96,-1.50,136.34,-6058.12,8167.12,5195.00,8905.00,61004.00,63440.00,30858,49096,0.00,0.00,1.09,3373200.00,100.00,88.05,184.00,90709.50,218712.04,0.00,0.00,0,1,0,0,-1,0,49.37,72.33,20.98,22.05,0.00,3.31,116.56,97.87,105.01,0.56,10.99,0,1,0,0,0,17871.68,337.32,4406.90,1840.43,87212.35,0.00,0.00,454,0,20250403,0,0,20250918,0,20260430,20220602,20220608,20220819,0,688150.SH,股票,2026-06-16 20:26:34
药用丁基胶塞,90,2,70101,0,19.74,13.16,20260616,0.53,0.68,15.55,56.60,56.60,2.00,0.07,90.55,0.00,-0.12,0.24,0.67,0.18,-3.92,-17.31,-17.14,-22.61,-20.32,-5.09,-18.18,-71.38,-43.26,1331.00,3666.00,10490.00,11525.00,4311,7812,0.00,0.00,0.55,28400.00,0.00,3.77,22.00,3412.02,10096.56,0.00,0.00,0,1,0,0,-1,0,16.46,29.92,15.73,35.09,0.00,1.37,220.84,132.48,119.81,0.34,1.34,0,1,0,0,0,10215.32,2.84,-635.24,942.68,249505.66,317.18,0.00,635,0,0,0,0,20250606,0,20260424,20250210,0,20250630,0,688151.SH,股票,2026-06-16 20:26:34
操作系统,77,1,50909,0,35.94,23.96,20260616,1.17,1.08,-79.31,31.12,31.12,1.74,0.08,64.84,0.00,1.97,1.01,1.40,-2.02,-6.61,-21.37,-13.46,-20.08,-24.31,-2.62,-23.66,26.98,104.26,1353.00,2031.00,8053.00,6568.00,3048,6811,0.00,0.00,-0.17,151200.00,0.00,61.53,209.00,2836.70,9918.97,0.00,0.00,0,1,0,0,3,0,29.93,67.65,28.80,68.89,0.00,2.37,-90.18,-52.55,-57.56,0.00,2.59,0,1,0,0,0,5415.82,15.12,-2006.85,2073.98,13847.98,4283.12,0.00,687,0,20240126,20240810,0,20251028,0,20260430,20241111,20240205,20241111,0,688152.SH,股票,2026-06-16 20:26:34
射频功率放大器模组,90,1,90901,0,36.44,24.30,20260616,2.03,1.08,-51.60,136.97,130.27,1.44,0.17,315.46,0.23,4.81,3.23,-2.10,10.71,13.84,-5.68,-0.50,-12.53,-15.43,7.97,11.45,1124.75,481.68,2226.00,10828.00,55853.00,45018.00,19107,32486,0.00,0.00,0.00,1861000.00,0.00,56.69,194.00,24191.62,80849.93,0.00,0.00,0,1,0,0,2,0,30.06,46.21,27.60,66.60,0.00,1.55,-71.14,299.52,959.18,0.25,3.44,0,1,0,0,0,14283.19,186.10,-5487.87,11103.57,279857.02,1633.37,0.00,592,0,20240911,20250701,0,20260609,0,20260428,20250411,0,20250411,0,688153.SH,股票,2026-06-16 20:26:34
"新能源汽车智能自动化装备,新能源动力电池精密结构件",92,6,101010,0,96.86,64.58,20260616,4.19,1.70,1.90,105.99,105.99,0.77,0.15,327.55,0.00,3.85,1.77,5.72,8.16,1.92,-14.79,-18.51,6.27,40.31,-0.06,76.04,-3275.18,3752.79,2143.00,3444.00,21408.00,28391.00,15390,26416,0.00,0.00,1.30,2274300.00,0.00,203.66,256.00,29087.93,114257.38,0.00,0.00,0,1,0,0,3,1,78.88,107.07,46.04,38.77,0.00,1.89,17.26,29.10,22.88,1.24,4.32,0,1,0,0,0,5778.93,227.43,14381.53,3409.65,40751.36,129216.40,0.00,2878,0,0,20230701,0,20241025,20240425,20260430,20260430,0,20260430,0,688155.SH,股票,2026-06-16 20:26:34
白酒糟生物发酵饲料产品销售,80,1,121212,0,34.36,22.90,20260616,3.62,0.78,-67.62,29.54,29.54,1.10,0.11,122.73,-0.02,2.44,5.92,0.93,15.93,17.98,4.93,15.11,35.29,83.20,15.79,70.92,-98.68,282.99,999.00,4377.00,18660.00,15264.00,9611,16062,0.00,0.00,2.48,1742500.00,0.00,127.76,459.00,18427.03,41178.91,0.00,0.00,0,1,0,0,9,0,27.48,29.85,14.65,15.91,0.00,1.89,66.86,-41.13,-47.81,0.00,3.82,0,1,0,0,0,7281.64,174.25,1042.03,291.41,29430.87,1043.15,0.00,474,0,0,20260605,0,20241125,20230525,20260424,20250408,0,20260330,0,688156.SH,股票,2026-06-16 20:26:34
涂料,82,2,90408,0,34.22,22.82,20260616,1.64,1.42,28.00,44.19,44.19,0.58,0.04,38.35,0.78,-0.95,2.33,5.85,4.67,-4.30,-18.49,-21.64,-25.66,-22.03,1.33,0.72,-59.73,-400.76,534.00,1573.00,62330.00,60822.00,5595,19617,0.00,0.00,-0.32,112500.00,0.00,8.46,30.00,5927.29,21689.29,0.00,0.00,0,1,0,0,-1,0,27.48,47.17,25.57,34.48,0.00,1.74,-161.56,221.28,468.72,0.14,3.28,0,1,0,0,0,7379.73,11.25,-793.54,2563.96,7356.28,2562.76,0.00,863,0,20240221,20240824,0,20231214,0,20260424,20240208,0,20220627,0,688157.SH,股票,2026-06-16 20:26:34
"混合云,公有云",75,5,41010,0,44.23,29.49,20260616,6.41,1.24,-3.85,165.07,146.86,1.14,0.17,931.74,0.00,-2.79,5.31,1.21,-0.77,-8.08,-26.42,-20.43,-24.27,27.55,-7.37,69.41,-12196.39,-9955.38,8805.00,29163.00,102034.00,136976.00,46252,75928,0.00,0.00,-2.17,7432900.00,0.00,295.85,827.00,85451.97,256219.60,0.00,0.00,0,1,0,0,-1,4,35.60,53.40,20.25,33.23,0.00,2.77,1505.73,-230.87,-651.13,0.00,6.75,0,1,0,0,0,36301.68,743.29,-874.98,4938.04,51419.68,5996.32,0.00,909,0,20250930,20250930,0,20240410,20220214,20260421,20260309,20250407,20260310,0,688158.SH,股票,2026-06-16 20:26:34
云产品及服务,78,2,100201,0,55.01,36.67,20260616,6.34,1.60,6.27,44.04,43.95,0.92,0.17,201.11,0.00,3.40,5.89,2.32,8.35,2.53,-24.94,-1.23,9.51,-1.94,1.09,-17.22,-832.29,2011.89,1702.00,8330.00,31252.00,24732.00,15939,26417,0.00,0.00,0.79,674400.00,0.00,101.77,231.00,19929.28,65138.55,0.00,0.00,0,1,0,0,3,1,44.44,84.95,38.12,20.35,0.00,3.04,39.59,155.77,113.43,0.00,4.70,0,1,0,0,0,6553.94,67.44,2763.51,2391.93,53116.35,9899.82,0.00,451,0,0,20250430,0,20250526,0,20260430,20250814,20250407,20250814,0,688159.SH,股票,2026-06-16 20:26:34
驱动系统,95,1,101410,0,133.38,88.92,20260616,2.94,0.88,60.24,101.98,101.98,1.64,0.25,518.30,0.00,1.01,2.90,0.95,-5.48,5.59,-16.03,4.81,-0.38,-26.23,1.21,31.01,-1703.25,-112.53,1791.00,2956.00,44229.00,43405.00,8398,33532,0.00,0.00,-0.39,501699.97,0.00,86.26,79.00,25736.81,83836.81,0.00,0.00,0,1,0,0,3,2,109.98,171.70,77.71,20.34,0.00,1.07,191.49,139.29,135.20,0.27,7.76,0,1,0,0,0,3639.36,50.17,1023.71,2251.41,9686.15,556.09,0.00,1081,0,0,20250117,0,20260121,20250721,20260428,20251230,20250407,20251230,0,688160.SH,股票,2026-06-16 20:26:34
骨科植入物及耗材类产品,90,2,90101,0,27.05,18.03,20260616,0.62,1.64,-6.09,85.88,85.88,1.02,0.07,53.21,0.00,-4.75,0.99,2.24,-4.92,-15.17,-20.72,-22.94,-31.38,-23.10,-18.62,-15.43,-693.86,-195.25,1120.00,3291.00,148871.00,150201.00,3518,18607,0.00,0.00,-0.22,36000.00,0.00,0.45,2.00,2676.86,10383.71,0.00,0.00,0,1,0,0,-1,0,22.07,37.20,21.42,36.22,0.00,1.28,48.54,33.56,34.53,1.51,2.05,0,1,0,0,0,7666.67,3.60,4086.71,2506.98,133627.02,4820.29,0.00,1988,0,20230830,20250327,0,20240701,0,20260430,0,0,20240206,0,688161.SH,股票,2026-06-16 20:26:34
智能装备,92,2,70108,0,30.98,20.66,20260616,1.28,1.12,6.21,36.10,36.10,1.06,0.07,45.57,0.00,1.98,2.14,0.24,-2.66,-10.11,-23.79,-18.61,-19.29,-14.51,-13.39,1.08,-505.59,353.42,992.00,2626.00,12572.00,10562.00,4865,11091,0.00,0.00,0.04,95600.01,0.00,25.45,99.00,3154.22,12037.37,0.00,0.00,0,1,0,0,3,0,25.71,37.76,24.83,46.00,0.00,1.68,43.50,43.72,47.06,0.77,1.49,0,1,0,0,0,5721.08,9.56,1573.71,6976.30,131671.81,218366.44,0.00,2937,0,20221117,20240426,0,20250512,0,20260429,0,0,20211126,0,688162.SH,股票,2026-06-16 20:26:34
抗蛇毒血清,88,4,80808,0,55.50,37.00,20260616,3.98,1.35,10.19,47.95,47.95,0.75,0.15,138.92,0.00,-4.19,2.69,20.01,16.60,22.88,12.06,26.82,87.43,106.00,26.13,126.19,-3506.87,219.32,2407.00,2024.00,23184.00,34565.00,9327,17721,0.00,0.00,-0.50,1284200.00,0.00,244.22,542.00,24010.11,66016.65,0.00,3386.56,0,3,1,0,-1,1,42.32,48.84,18.28,33.03,0.00,1.19,2114.30,96.65,102.99,0.82,4.31,0,1,0,0,0,4437.20,128.42,-209.04,480.03,5264.18,352.26,0.00,330,0,0,0,0,20250911,0,20260425,20260612,0,20260612,0,688163.SH,股票,2026-06-16 20:26:34
机器人整机,90,2,81111,0,23.86,15.90,20260616,3.59,1.00,-15.78,107.38,107.38,1.00,0.15,274.93,-0.44,3.52,1.38,2.67,-2.97,10.53,0.15,12.83,7.69,-13.38,10.35,-19.93,1906.79,855.23,6565.00,38424.00,119251.00,117099.00,28967,52091,0.00,0.00,-0.05,1068000.00,0.00,139.96,727.00,30942.06,116365.95,0.00,0.00,0,1,0,0,3,0,19.86,29.55,15.75,6.35,0.00,1.31,-274.33,-20.87,-23.60,0.00,8.89,0,1,0,0,0,26081.93,106.80,-5672.39,5022.67,62358.22,7004.01,0.00,1284,0,0,0,0,20230717,0,20260430,20250224,20250407,20250228,20260127,688165.SH,股票,2026-06-16 20:26:34
"原料药-抗真菌类,原料药-其他类",87,2,11001,0,50.52,33.68,20260616,2.61,0.95,-18.33,180.85,180.85,0.72,0.06,226.07,0.00,-1.43,-4.38,-1.72,-4.33,-16.83,-31.90,-34.21,-19.15,-15.37,-19.84,-26.47,4505.40,-9005.31,4540.00,5830.00,185196.00,183408.00,27292,65522,0.00,0.00,0.48,726300.00,0.00,355.76,820.00,55884.24,162671.60,0.00,0.00,0,1,0,0,-3,1,43.08,122.57,38.87,12.71,0.00,0.60,486.50,336.55,360.82,0.04,7.11,0,1,0,0,0,27291.44,72.63,421.14,12015.11,139535.09,3172.76,6122.42,1196,0,20250927,0,0,20230529,20221128,20260430,20260415,0,20260415,0,688166.SH,股票,2026-06-16 20:26:34
激光光学元器件,62,1,80808,0,477.91,318.61,20260616,9.89,1.49,-25.93,537.47,537.47,0.55,0.13,2395.49,0.00,3.70,20.00,-2.06,35.84,35.64,25.63,67.29,99.35,242.06,33.67,758.81,30472.29,-36279.47,2603.00,2746.00,52145.00,45940.00,49981,77192,0.00,0.00,0.37,95733304.00,400.00,11820.46,3426.00,423934.23,1525904.79,9980.40,0.00,0,4,2,0,2,4,352.88,424.88,47.72,78.69,0.00,3.01,-1017.75,-1349.38,-2636.60,0.00,24.04,0,1,0,0,0,11360.41,9573.33,-1372.88,4459.13,64676.28,2875.43,0.00,902,0,20250409,20250912,0,20241224,0,20260429,20260615,0,20260615,0,688167.SH,股票,2026-06-16 20:26:34
安全人工智能,72,3,101408,0,77.64,51.76,20260616,3.71,0.97,3.40,69.24,69.24,0.83,0.10,175.21,0.00,-0.96,17.32,0.35,20.72,10.64,2.76,3.34,23.28,19.36,7.79,42.75,-1867.01,-456.15,1805.00,3413.00,19788.00,30806.00,11980,22373,0.00,0.00,-0.93,1993300.00,0.00,127.96,227.00,49929.87,88103.90,0.00,0.00,0,1,0,0,-1,0,59.09,80.70,43.14,56.88,0.00,2.34,143.08,-45.50,-75.29,0.00,6.92,0,1,0,0,0,7068.61,199.33,1179.30,1716.78,12878.90,1216.48,0.00,241,0,0,20230929,0,20230418,20221017,20260421,20250212,20250407,20250213,0,688168.SH,股票,2026-06-16 20:26:34
